포스터,행사명,개최기간,주최,분류
https://www.kintex.com/images/img_nothing.jpg,비티엠이엔씨 행사,2017.04.12 ~ 2017.04.12,(주) 비티엠이엔씨  ,회의
https://www.kintex.com/images/img_nothing.jpg,Freedom OM Seminar,2017.04.12 ~ 2017.04.12,코리아무비테크  ,회의
https://www.kintex.com/images/img_nothing.jpg,매경경영지원본부 세무교육,2017.04.13 ~ 2017.04.13,피플라이프 주식회사  ,회의
https://www.kintex.com/images/img_nothing.jpg,2017 동부화재 연도상시상식,2017.04.14 ~ 2017.04.14,동부화재  ,이벤트
https://www.kintex.com/images/img_nothing.jpg,2017 삼양홀딩스 인적성검사 ,2017.04.14 ~ 2017.04.15,(주)삼양홀딩스  ,회의
https://www.kintex.com/images/img_nothing.jpg,Worldfamilyclub Froggy & Bunny Show,2017.04.15 ~ 2017.04.15,월드패밀리잉글리쉬코리아주식회사  ,회의
https://www.kintex.com/common/download.jsp?attachno=286530&seq=1,김건모 25주년 기념 콘서트 - 고양,2017.04.15 ~ 2017.04.15,(주)플레이먼트  ,이벤트
https://www.kintex.com/images/img_nothing.jpg,공인중개사 합격전략설명회,2017.04.16 ~ 2017.04.16,주식회사 에듀윌  ,회의
https://www.kintex.com/images/img_nothing.jpg,시크릿 다이렉트코리아 월드위너스그룹 일일세미나(2분기),2017.04.16 ~ 2017.06.04,시크릿다이렉트코리아 대전그룹 수도권세미나  ,회의
https://www.kintex.com/images/img_nothing.jpg,2017 매터니티스쿨 (2분기),2017.04.17 ~ 2017.04.17,중앙씨앤씨  ,회의
https://www.kintex.com/images/img_nothing.jpg,'2017 LG 뷰티 카운셀러 페스티벌',2017.04.17 ~ 2017.04.17,엘지생활건강  ,이벤트
https://www.kintex.com/images/img_nothing.jpg,2017 미래패키징 신기술 정부포상 시상식,2017.04.17 ~ 2017.04.18,한국생산기술연구원  ,회의
https://www.kintex.com/images/img_nothing.jpg,국민건강보험공단 2017년도 상반기 2차 교육 컨퍼런스,2017.04.17 ~ 2017.04.27,국민건강보험공단 경인지역본부  ,회의
https://www.kintex.com/images/img_nothing.jpg,마이다스아이티 원데이솔루션 스쿨,2017.04.18 ~ 2017.04.18,(주)마이다스아이티  ,회의
https://www.kintex.com/images/img_nothing.jpg,중소기업 맞춤형 R&D 교육,2017.04.18 ~ 2017.04.19,한국항공대학교 산학협력단  ,회의
https://www.kintex.com/images/img_nothing.jpg,2017 경연전람 전시회 부대행사,2017.04.18 ~ 2017.04.20,(주)경연전람  ,회의
https://www.kintex.com/common/download.jsp?attachno=274842&seq=1,KOREA CHEM 2017 (제9회 국제화학장치산업전),2017.04.18 ~ 2017.04.21,(주)경연전람 ,전시회
https://www.kintex.com/common/download.jsp?attachno=274844&seq=1,KOREA LAB 2017 (제11회 국제연구·실험 및 첨단분석장비전),2017.04.18 ~ 2017.04.21,(주)경연전람 ,전시회
https://www.kintex.com/common/download.jsp?attachno=274834&seq=1,COPHEX 2017 (제12회 제약·화장품기술전),2017.04.18 ~ 2017.04.21,(주)경연전람 ,전시회
https://www.kintex.com/common/download.jsp?attachno=274838&seq=1,KOREA PHARM 2017 (제7회 국제의약품전),2017.04.18 ~ 2017.04.21,"한국제약협회, (주)경연전람 ",전시회
https://www.kintex.com/common/download.jsp?attachno=274836&seq=1,KOREA MAT 2017 (제7회 국제물류산업전),2017.04.18 ~ 2017.04.21,"한국통합물류협회, ㈜경연전람 ",전시회
https://www.kintex.com/common/download.jsp?attachno=274840&seq=1,CI KOREA 2017 (국제 화장품원료기술전),2017.04.18 ~ 2017.04.21,(주)경연전람 ,전시회
https://www.kintex.com/images/img_nothing.jpg,대한화학회 춘계 학술대회,2017.04.18 ~ 2017.04.21,(사)대한화학회  ,회의
https://www.kintex.com/common/download.jsp?attachno=274769&seq=1,2017 코리아 나라장터 엑스포,2017.04.19 ~ 2017.04.21,"조달청, 경기도, 고양시, 중소기업중앙회 ",전시회
https://www.kintex.com/images/img_nothing.jpg,2017 삼성생명 연도상시상식,2017.04.20 ~ 2017.04.20,삼성생명보험(주)  ,이벤트
https://www.kintex.com/images/img_nothing.jpg,대한화학회 춘계학술대회,2017.04.20 ~ 2017.04.21,(사)대한화학회  ,이벤트
https://www.kintex.com/common/download.jsp?attachno=274781&seq=1,제 16회 코베 베이비페어,2017.04.20 ~ 2017.04.23,㈜이상엠앤씨 ,전시회
https://www.kintex.com/images/img_nothing.jpg,2017 코베 부대행사,2017.04.21 ~ 2017.04.22,(주)이상엠앤씨  ,회의
https://www.kintex.com/images/img_nothing.jpg,2017 한국시설안전공단 직무 및 성과평가 체계 마련 워크숍,2017.04.21 ~ 2017.04.24,휴먼컨설팅앤메니지먼트  ,회의
https://www.kintex.com/images/img_nothing.jpg,World OKTA Leaders Convention,2017.04.23 ~ 2017.04.28,(사)세계한인무역협회  ,회의
https://www.kintex.com/images/img_nothing.jpg,튼튼영어 마스터클럽 플러스 교육,2017.04.24 ~ 2017.04.24,주식회사 튼튼영어  ,회의
https://www.kintex.com/images/img_nothing.jpg,오르보텍퍼시픽 세미나,2017.04.24 ~ 2017.04.24,오르보텍퍼시픽(주) 영업소   ,회의
https://www.kintex.com/images/img_nothing.jpg,경기도교육청 대입 설명회,2017.04.25 ~ 2017.04.25,경기도교육청북부청사  ,회의
https://www.kintex.com/common/download.jsp?attachno=275168&seq=1,"국제전자회로산업전, 국제전자실장산업전 ",2017.04.25 ~ 2017.04.27,(주)케이와이엑스포 ,전시회
https://www.kintex.com/common/download.jsp?attachno=275214&seq=1,2017 국제모션컨트롤 및 머신비전산업전,2017.04.25 ~ 2017.04.27,(주)케이와이엑스포 ,전시회
https://www.kintex.com/images/img_nothing.jpg,KPCA show 2017 부대행사,2017.04.25 ~ 2017.04.27,(주)케이와이엑스포  ,회의
https://www.kintex.com/images/img_nothing.jpg,4월 원부동산개발자문상담소 세미나,2017.04.26 ~ 2017.04.26,(주)원부동산개발자문상담소  ,회의
https://www.kintex.com/images/img_nothing.jpg,2017 ASEAN DAY,2017.04.26 ~ 2017.04.27,경기중소기업종합지원센터  ,회의
https://www.kintex.com/images/img_nothing.jpg,고양시 홍보대사 마르가리타 마몬 리듬체조 클리닉,2017.04.27 ~ 2017.04.27,고양시청  ,회의
https://www.kintex.com/common/download.jsp?attachno=274846&seq=1,2017 동아 가구엑스포 / 제9회 동아 차・공예 박람회,2017.04.27 ~ 2017.04.30,(주)동아전람 ,전시회
https://www.kintex.com/common/download.jsp?attachno=274852&seq=1,제9회 동아 스포츠·레저산업 박람회,2017.04.27 ~ 2017.04.30,(주)동아전람 ,전시회
https://www.kintex.com/common/download.jsp?attachno=274850&seq=1,제44회 MBC건축박람회/2017 서울 디지털프린팅・사인엑스포/2017 동아 공공시설 및 조경박람회/2017 동아 조명박람회,2017.04.27 ~ 2017.04.30,(주)동아전람 ,전시회
https://www.kintex.com/common/download.jsp?attachno=274848&seq=1,제14회 동아 홈&리빙페어 / 제11회 동아 기프트쇼,2017.04.27 ~ 2017.04.30,(주)동아전람 ,전시회
https://www.kintex.com/images/img_nothing.jpg,2017 동아전람 건축박람회 부대행사,2017.04.27 ~ 2017.04.30,(주)동아전람  ,회의
https://www.kintex.com/images/img_nothing.jpg,MBC 건축박람회 - 한글주택 컨퍼런스,2017.04.28 ~ 2017.04.28,한글주택  ,회의
https://www.kintex.com/images/img_nothing.jpg,지반안전연구단 2차년도 자체평가회의,2017.04.28 ~ 2017.04.28,한국건설기술연구원  ,회의
https://www.kintex.com/images/img_nothing.jpg,튼튼쑥쑥 어린이 대상 시상식,2017.04.28 ~ 2017.04.28,쿠키미디어 (주)  ,회의
https://www.kintex.com/images/img_nothing.jpg,스완커뮤니케이션 행사 ,2017.04.28 ~ 2017.04.28,주식회사 스완커뮤니케이션  ,회의
https://www.kintex.com/common/download.jsp?attachno=275068&seq=1,2017 튼튼쑥쑥 어린이 박람회,2017.04.28 ~ 2017.04.30,"국민일보,쿠키뉴스 ",전시회
https://www.kintex.com/images/img_nothing.jpg,김포한강신도시 푸르지오 3차 입주자초청행사,2017.04.29 ~ 2017.05.01,KCDS(문앤미)  ,이벤트
https://www.kintex.com/images/img_nothing.jpg,희망대한민국화합통일 전진대회,2017.04.30 ~ 2017.04.30,세계기독교통일신령협회  ,이벤트
https://www.kintex.com/common/download.jsp?attachno=288628&seq=1,"2017 대한민국 어린이 대잔치 ""K-키즈 드림(Dream) 드림""",2017.05.01 ~ 2017.05.09,"킨텍스, 유아림, imbc, 제이투비  ",이벤트
https://www.kintex.com/common/download.jsp?attachno=275142&seq=1,2017 플레이쇼 키즈 & 키덜트,2017.05.03 ~ 2017.05.05,한국산업전람(주) ,전시회
https://www.kintex.com/images/img_nothing.jpg,코리아캣클럽 CFA CAT SHOW,2017.05.06 ~ 2017.05.06,수성동물병원   ,회의
https://www.kintex.com/images/img_nothing.jpg,월드패밀리잉글리쉬코리아 5월 행사,2017.05.07 ~ 2017.05.07,월드패밀리잉글리쉬코리아주식회사  ,회의
https://www.kintex.com/images/img_nothing.jpg,한국GM 서울경인 총괄본부 대표회의,2017.05.10 ~ 2017.05.10,한국지엠  ,회의
https://www.kintex.com/images/img_nothing.jpg,2017 더존비즈온 컨벤션 5월,2017.05.11 ~ 2017.05.11,(주)더존비즈온  ,회의
https://www.kintex.com/images/img_nothing.jpg,2017 글로벌취업상담회 연계 '스피치 콘테스트',2017.05.11 ~ 2017.05.11,한국산업인력공단  ,회의
https://www.kintex.com/common/download.jsp?attachno=294488&seq=1,2017 상반기 글로벌 취업 상담회,2017.05.11 ~ 2017.05.12,고용노동부 ,전시회
https://www.kintex.com/images/img_nothing.jpg,2017 한화생명 연도시상식,2017.05.11 ~ 2017.05.12,한화생명보험 주식회사  ,회의
https://www.kintex.com/images/img_nothing.jpg,글로벌취업상담회 부대행사,2017.05.11 ~ 2017.05.12,대한무역투자진흥공사  ,회의
https://www.kintex.com/images/img_nothing.jpg,글로벌취업상담회 - 캐리어비전 면접시험,2017.05.11 ~ 2017.05.12,캐리어비전  ,회의
https://www.kintex.com/images/img_nothing.jpg,한화생명 연도상시상식,2017.05.12 ~ 2017.05.12,한화생명보험 주식회사  ,이벤트
https://www.kintex.com/images/img_nothing.jpg,경기초등여교장협의회 상반기 연수,2017.05.12 ~ 2017.05.12,백마초등학교  ,회의
https://www.kintex.com/images/img_nothing.jpg,Overdenture Hans-on Seminar,2017.05.13 ~ 2017.05.13,(주) 덴티움  ,회의
https://www.kintex.com/images/img_nothing.jpg,2017년 경기약사회 정기 학술제,2017.05.13 ~ 2017.05.14,(주)서울메쎄아이디  ,회의
https://www.kintex.com/images/img_nothing.jpg,2017년 경기약사회 정기 학술제,2017.05.13 ~ 2017.05.14,(주)서울메쎄인터내셔널  ,회의
https://www.kintex.com/images/img_nothing.jpg,한국교육개발평가원 행사,2017.05.14 ~ 2017.05.15,한국교육개발평가원  ,회의
https://www.kintex.com/images/img_nothing.jpg,2017 대한민국 식품산업대전 부대행사,2017.05.15 ~ 2017.05.18,대한무역투자진흥공사  ,회의
https://www.kintex.com/images/img_nothing.jpg,NCIP 운영자회의(5월),2017.05.16 ~ 2017.05.16,주식회사 수화 매니지먼트  ,회의
https://www.kintex.com/common/download.jsp?attachno=276917&seq=1,2017 서울국제식품산업대전,2017.05.16 ~ 2017.05.19,"KOTRA, KINTEX ",전시회
https://www.kintex.com/images/img_nothing.jpg,2017 식품산업대전,2017.05.16 ~ 2017.05.20,주식회사 킨텍스  ,전시회
https://www.kintex.com/images/img_nothing.jpg,SF Education 세미나,2017.05.17 ~ 2017.05.17,SF에듀케이션  ,회의
https://www.kintex.com/images/img_nothing.jpg,델로스에프앤비 행사,2017.05.17 ~ 2017.05.17,델로스에프앤비 주식회사  ,회의
https://www.kintex.com/images/img_nothing.jpg,FTA-Korea(전산시스템) 실무 교육,2017.05.17 ~ 2017.05.17,사단법인 경기중소기업연합회  ,회의
https://www.kintex.com/images/img_nothing.jpg,여성발명품박람회 참가업체 설명회,2017.05.18 ~ 2017.05.18,(사)한국여성발명협회  ,회의
https://www.kintex.com/images/img_nothing.jpg,한국후지공업 행사,2017.05.18 ~ 2017.05.18,한국후지공업(주)  ,회의
https://www.kintex.com/images/img_nothing.jpg,5월 마스타자동차관리 세미나,2017.05.18 ~ 2017.05.18,마스타자동차관리(주)  ,회의
https://www.kintex.com/images/img_nothing.jpg,2017 Network Convention,2017.05.19 ~ 2017.05.19,르노삼성자동차주식회사  ,이벤트
https://www.kintex.com/images/img_nothing.jpg,한국미용직업교육협회 경진대회,2017.05.21 ~ 2017.05.21,사단법인 한국미용직업교육협회  ,회의
https://www.kintex.com/images/img_nothing.jpg,동서발전 교육행사,2017.05.22 ~ 2017.05.24,한국동서발전 주식회사 일산열병합발전처  ,회의
https://www.kintex.com/images/img_nothing.jpg,스터디포스 '학원의 변신' 설명회,2017.05.23 ~ 2017.05.23,스터디포스 주식회사  ,회의
https://www.kintex.com/images/img_nothing.jpg,신한생명 일산지점 고객초청행사,2017.05.23 ~ 2017.05.23,신한생명보험주식회사  ,회의
https://www.kintex.com/images/img_nothing.jpg,고양시정연구원 개원 기념 국제세미나,2017.05.23 ~ 2017.05.23,고양시청  ,회의
https://www.kintex.com/images/img_nothing.jpg,한국건강가정진흥원 아이돌보미 보수교육 5월,2017.05.23 ~ 2017.05.25,한국건강가정진흥원  ,회의
https://www.kintex.com/images/img_nothing.jpg,중소기업유통센터 컨퍼런스,2017.05.23 ~ 2017.05.25,(주)중소기업유통센터  ,회의
https://www.kintex.com/images/img_nothing.jpg,고양 MICE 서포터즈 교육,2017.05.23 ~ 2017.09.12,사단법인 고양시관광컨벤션협의회  ,회의
https://www.kintex.com/images/img_nothing.jpg,Freedom OM Seminar,2017.05.24 ~ 2017.05.24,코리아무비테크  ,회의
https://www.kintex.com/images/img_nothing.jpg,건설·농기계 Telematics 기술 Forum,2017.05.24 ~ 2017.05.24,한국산업기술평가관리원  ,회의
https://www.kintex.com/images/img_nothing.jpg,국토교통과학기술대전 2nd International Joint Conference,2017.05.24 ~ 2017.05.24,한국시설안전공단  ,회의
https://www.kintex.com/images/img_nothing.jpg,카이스트 세미나,2017.05.24 ~ 2017.05.24,한국과학기술원  ,회의
https://www.kintex.com/common/download.jsp?attachno=274929&seq=1,2017 국토교통기술대전,2017.05.24 ~ 2017.05.26,국토교통부 ,전시회
https://www.kintex.com/images/img_nothing.jpg,2017 국토교통기술대전 부대행사,2017.05.24 ~ 2017.05.26,국토교통과학기술진흥원  ,회의
https://www.kintex.com/common/download.jsp?attachno=276430&seq=1,2017 한국국제건설기계전,2017.05.24 ~ 2017.05.27,산업통상자원부 ,전시회
https://www.kintex.com/images/img_nothing.jpg,2017 한국국제건설기계전,2017.05.24 ~ 2017.05.27,한국건설기계산업협회  ,회의
https://www.kintex.com/images/img_nothing.jpg,건설기계부품연구원 간담회,2017.05.25 ~ 2017.05.25,재단법인 건설기계부품연구원  ,회의
https://www.kintex.com/images/img_nothing.jpg,2017 국토교통기술대전 부대행사(408호추가),2017.05.25 ~ 2017.05.25,(주) 케이디이티에스  ,회의
https://www.kintex.com/images/img_nothing.jpg,한국교통연구원 자문회의,2017.05.25 ~ 2017.05.25,한국교통연구원  ,회의
https://www.kintex.com/images/img_nothing.jpg,중소기업 맞춤형 R&D 교육,2017.05.25 ~ 2017.05.26,한국항공대학교 산학협력단  ,회의
https://www.kintex.com/common/download.jsp?attachno=274761&seq=1,2017 경기국제보트쇼,2017.05.25 ~ 2017.05.28,킨텍스 ,전시회
https://www.kintex.com/common/download.jsp?attachno=274783&seq=1,2017 플레이엑스포,2017.05.25 ~ 2017.05.28,경기도 ,전시회
https://www.kintex.com/common/download.jsp?attachno=298184&seq=1,2017 트럭 & 버스 메가페어,2017.05.25 ~ 2017.05.28,"KINTEX, 현대자동차 ",전시회
https://www.kintex.com/images/img_nothing.jpg,해양레저선박 NCS 개발 수요조사 2차 워크숍,2017.05.26 ~ 2017.05.26,한국조선해양플랜트협회  ,회의
https://www.kintex.com/images/img_nothing.jpg,이지트로닉스 워크샵,2017.05.26 ~ 2017.05.26,이지트로닉스  ,회의
https://www.kintex.com/images/img_nothing.jpg,경기도의료원 파주병원 워크샵,2017.05.27 ~ 2017.05.27,경기도의료원 파주병원  ,회의
https://www.kintex.com/images/img_nothing.jpg,뮤직아트 사인회,2017.05.27 ~ 2017.05.27,(주)뮤직아트  ,회의
https://www.kintex.com/common/download.jsp?attachno=300264&seq=1,신세계그룹&파트너사 채용박람회,2017.05.31 ~ 2017.05.31,신세계 그룹 ,전시회
https://www.kintex.com/images/img_nothing.jpg,교육감과 함께하는 학교장 협의회 ,2017.06.01 ~ 2017.06.01,고양시청  ,회의
https://www.kintex.com/images/img_nothing.jpg,2017 코리아폴리스쿨 스피치대회,2017.06.03 ~ 2017.06.03,(주)코리아폴리스쿨  ,회의
https://www.kintex.com/images/img_nothing.jpg,청솔학원 입시설명회,2017.06.04 ~ 2017.06.04,청솔학원 일산지점  ,회의
https://www.kintex.com/images/img_nothing.jpg,2017 환경의날 기념식,2017.06.04 ~ 2017.06.05,환경보전협회  ,회의
https://www.kintex.com/images/img_nothing.jpg,카길애그리퓨리나 세미나 6월,2017.06.05 ~ 2017.06.05,(주)카길애그리퓨리나 평택공장  ,회의
https://www.kintex.com/images/img_nothing.jpg,롯데하이마트 세일즈마스터즈 실기테스트 ,2017.06.06 ~ 2017.06.16,롯데하이마트   ,회의
https://www.kintex.com/images/img_nothing.jpg,스카이에듀 입시설명회,2017.06.07 ~ 2017.06.07,(주)현현교육 스카이에듀  ,회의
